,answerCode
174,0.7055449330783938
175,0.821640903686088
176,0.6423017107309487
177,0.7904993909866017
178,0.5468531468531469
179,0.4723127035830619
180,0.7862068965517242
181,0.5112107623318386
182,0.7481012658227848
183,0.8134020618556701
184,0.8122119815668203
185,0.8401122019635343
186,0.7396551724137931
187,0.5856164383561644
188,0.725
189,0.7195876288659794
190,0.8206349206349206
191,0.4366754617414248
192,0.5491803278688525
193,0.7580786026200873
194,0.7346938775510204
195,0.671957671957672
196,0.6699029126213593
197,0.6786885245901639
198,0.7871287128712872
199,0.4218905472636816
200,0.8579881656804734
201,0.7095709570957096
202,0.28053435114503816
203,0.7734806629834254
204,0.6873706004140787
205,0.7158671586715867
206,0.4941002949852507
207,0.7543103448275862
208,0.75
209,0.5679442508710801
210,0.6541353383458647
211,0.7051909892262488
212,0.7381404174573055
213,0.36065573770491804
214,0.856492027334852
215,0.7294520547945206
216,0.40948275862068967
217,0.8073878627968337
218,0.6666666666666666
219,0.8013698630136986
220,0.7663043478260869
221,0.7945492662473794
222,0.36712328767123287
223,0.781433607520564
224,0.5417721518987342
225,0.4641943734015345
226,0.4461839530332681
227,0.512987012987013
228,0.5877862595419847
229,0.6867627785058977
230,0.30971128608923887
231,0.7779552715654952
232,0.6992481203007519
233,0.688026981450253
234,0.7863720073664825
235,0.7966101694915254
236,0.7277936962750716
237,0.5247093023255814
238,0.5642458100558659
239,0.7878787878787878
240,0.7980997624703088
241,0.6966666666666667
242,0.371868978805395
243,0.6367112810707457
244,0.7457142857142857
245,0.5292307692307693
246,0.7268722466960352
247,0.754071661237785
248,0.5021097046413502
249,0.7437722419928826
250,0.5579268292682927
251,0.5502717391304348
252,0.7048192771084337
253,0.705050505050505
254,0.7981818181818182
255,0.4
256,0.7205387205387206
257,0.8235294117647058
258,0.7324766355140186
259,0.49146757679180886
260,0.4229390681003584
261,0.8445378151260504
262,0.6131687242798354
263,0.38703339882121807
264,0.6312056737588653
265,0.6052173913043478
266,0.6655405405405406
267,0.6895261845386533
268,0.513715710723192
269,0.7671232876712328
270,0.4529262086513995
271,0.5319148936170213
272,0.5744047619047619
273,0.6304700162074555
274,0.8050139275766016
275,0.6742160278745645
276,0.7131782945736435
277,0.23342175066312998
278,0.34615384615384615
279,0.8459595959595959
280,0.8421610169491526
281,0.48494983277591974
282,0.8532818532818532
283,0.88
284,0.746969696969697
285,0.4052924791086351
286,0.5897858319604613
287,0.8842794759825328
288,0.7173333333333334
289,0.7605633802816901
290,0.6736111111111112
291,0.6974169741697417
292,0.5409356725146199
293,0.6994535519125683
294,0.6102941176470589
295,0.6238361266294227
296,0.8414239482200647
297,0.2304147465437788
298,0.8505263157894737
299,0.4675324675324675
300,0.7988668555240793
301,0.6449511400651465
302,0.5933734939759037
303,0.7790697674418605
304,0.5319148936170213
305,0.421455938697318
306,0.8401826484018264
307,0.8467153284671532
308,0.35185185185185186
309,0.6994818652849741
310,0.7735849056603774
311,0.5879120879120879
312,0.8021390374331551
313,0.7317073170731707
314,0.7091346153846154
315,0.8682505399568035
316,0.39166666666666666
317,0.6111111111111112
318,0.4230769230769231
319,0.6957328385899815
320,0.5065176908752328
321,0.6089108910891089
322,0.8713355048859935
323,0.34824281150159747
324,0.8143322475570033
325,0.5587467362924282
326,0.8181818181818182
327,0.28465346534653463
328,0.5888030888030888
329,0.7336956521739131
330,0.5722543352601156
331,0.32142857142857145
332,0.6655290102389079
333,0.5139664804469274
334,0.5922330097087378
335,0.6982892690513219
336,0.21017699115044247
337,0.7798466593647316
338,0.7443609022556391
339,0.7313432835820896
340,0.8271604938271605
341,0.7945736434108527
342,0.772
343,0.599009900990099
344,0.7509433962264151
345,0.8291457286432161
346,0.7425474254742548
347,0.4738292011019284
348,0.8169014084507042
349,0.7432432432432432
350,0.75
351,0.48329355608591884
352,0.6255924170616114
353,0.45454545454545453
354,0.5762273901808785
355,0.7573770491803279
356,0.6224489795918368
357,0.541871921182266
358,0.6961602671118531
359,0.544529262086514
360,0.5257142857142857
361,0.4723404255319149
362,0.28431372549019607
363,0.3828125
364,0.6153846153846154
365,0.5417661097852029
366,0.591044776119403
367,0.7130177514792899
368,0.40853658536585363
369,0.5741626794258373
370,0.673469387755102
371,0.6796116504854369
372,0.8760330578512396
373,0.8320987654320988
374,0.7018779342723005
375,0.6514285714285715
376,0.526595744680851
377,0.5182481751824818
378,0.4899598393574297
379,0.5915032679738562
380,0.4672131147540984
381,0.7709923664122137
382,0.5487364620938628
383,0.6317204301075269
384,0.7333333333333333
385,0.43923240938166314
386,0.6366906474820144
387,0.5522388059701493
388,0.729957805907173
389,0.8304498269896193
390,0.6414634146341464
391,0.5516129032258065
392,0.27106227106227104
393,0.7164179104477612
394,0.8097345132743363
395,0.6280701754385964
396,0.4847457627118644
397,0.564625850340136
398,0.75
399,0.43902439024390244
400,0.7846715328467153
401,0.47342995169082125
402,0.27884615384615385
403,0.473972602739726
404,0.7097902097902098
405,0.7593582887700535
406,0.9010416666666666
407,0.28
408,0.4077669902912621
409,0.5828877005347594
410,0.6946902654867256
411,0.35344827586206895
412,0.5633187772925764
413,0.7708333333333334
414,0.32967032967032966
415,0.7142857142857143
416,0.4878048780487805
417,0.35294117647058826
418,0.8103448275862069
419,0.6173913043478261
420,0.6985815602836879
421,0.7302631578947368
422,0.6851851851851852
423,0.7379310344827587
424,0.5596026490066225
425,0.7213930348258707
426,0.7570621468926554
427,0.6954022988505747
428,0.8947368421052632
429,0.8148148148148148
430,0.7877697841726619
431,0.6971153846153846
432,0.6802030456852792
433,0.831081081081081
434,0.7014925373134329
435,0.65625
436,0.5548780487804879
437,0.5945945945945946
438,0.5238095238095238
439,0.6433566433566433
440,0.586046511627907
441,0.5300751879699248
442,0.3912087912087912
443,0.6818181818181818
444,0.5959595959595959
445,0.6376811594202898
446,0.5
447,0.8676470588235294
448,0.68
449,0.7142857142857143
450,0.6810344827586207
451,0.6336633663366337
452,0.8092105263157895
453,0.4441340782122905
454,0.5373831775700935
455,0.6481481481481481
456,0.6170212765957447
457,0.7029702970297029
458,0.5916666666666667
459,0.4642857142857143
460,0.8745762711864407
461,0.7469879518072289
462,0.41025641025641024
463,0.6875
464,0.8327526132404182
465,0.35555555555555557
466,0.5441176470588235
467,0.2948717948717949
468,0.638095238095238
469,0.6338028169014085
470,0.38028169014084506
471,0.45348837209302323
472,0.4251968503937008
473,0.5909090909090909
474,0.5220588235294118
475,0.25510204081632654
476,0.7657657657657657
477,0.4380165289256198
478,0.8260869565217391
479,0.7714285714285715
480,0.4588235294117647
481,0.48148148148148145
482,0.5564516129032258
483,0.6778523489932886
484,0.7307692307692307
485,0.5925925925925926
486,0.7039473684210527
487,0.5094339622641509
488,0.2459016393442623
489,0.3465346534653465
490,0.3006535947712418
491,0.6272727272727273
492,0.6918604651162791
493,0.4625
494,0.16296296296296298
495,0.6354166666666666
496,0.7063492063492064
497,0.5723684210526315
498,0.57
499,0.7619047619047619
500,0.7261904761904762
501,0.379746835443038
502,0.582010582010582
503,0.7102803738317757
504,0.7304964539007093
505,0.3978494623655914
506,0.7777777777777778
507,0.7424242424242424
508,0.49056603773584906
509,0.20812182741116753
510,0.5563380281690141
511,0.4375
512,0.7815126050420168
513,0.7739130434782608
514,0.6148648648648649
515,0.4444444444444444
516,0.6598360655737705
517,0.639344262295082
518,0.40540540540540543
519,0.37349397590361444
520,0.6025641025641025
521,0.6936936936936937
522,0.7142857142857143
523,0.24
524,0.54
525,0.7125
526,0.7115384615384616
527,0.6105263157894737
528,0.5877192982456141
529,0.712707182320442
530,0.45549738219895286
531,0.37037037037037035
532,0.5412844036697247
533,0.6268656716417911
534,0.5912408759124088
535,0.6055555555555555
536,0.6097560975609756
537,0.32075471698113206
538,0.5205479452054794
539,0.7441860465116279
540,0.7333333333333333
541,0.7142857142857143
542,0.7272727272727273
543,0.6857142857142857
544,0.45977011494252873
545,0.6923076923076923
546,0.33962264150943394
547,0.8071428571428572
548,0.645
549,0.7007874015748031
550,0.5957446808510638
551,0.30612244897959184
552,0.7950819672131147
553,0.6363636363636364
554,0.5609756097560976
555,0.7111111111111111
556,0.4431818181818182
557,0.7204301075268817
558,0.6956521739130435
559,0.743801652892562
560,0.7837837837837838
561,0.5625
562,0.7628865979381443
563,0.49635036496350365
564,0.6857142857142857
565,0.5333333333333333
566,0.25
567,0.8125
568,0.3269230769230769
569,0.38461538461538464
570,0.3431372549019608
571,0.7363636363636363
572,0.34328358208955223
573,0.651685393258427
574,0.3490566037735849
575,0.6470588235294118
576,0.6031746031746031
577,0.803921568627451
578,0.5342465753424658
579,0.5510204081632653
580,0.7474747474747475
581,0.7987012987012987
582,0.5789473684210527
583,0.5543478260869565
584,0.3157894736842105
585,0.5735294117647058
586,0.5151515151515151
587,0.7142857142857143
588,0.3883495145631068
589,0.7021276595744681
590,0.15151515151515152
591,0.734375
592,0.5569620253164557
593,0.6666666666666666
594,0.6197183098591549
595,0.6
596,0.8875
597,0.3269230769230769
598,0.6818181818181818
599,0.39473684210526316
600,0.8
601,0.627906976744186
602,0.8275862068965517
603,0.5098039215686274
604,0.7112676056338029
605,0.8194444444444444
606,0.5342465753424658
607,0.6727272727272727
608,0.5274725274725275
609,0.5660377358490566
610,0.42857142857142855
611,0.38235294117647056
612,0.5616438356164384
613,0.2857142857142857
614,0.36585365853658536
615,0.42857142857142855
616,0.6973684210526315
617,0.25
618,0.43636363636363634
619,0.5571428571428572
620,0.47368421052631576
621,0.4838709677419355
622,0.44680851063829785
623,0.5
624,0.6875
625,0.6419753086419753
626,0.8983050847457628
627,0.3333333333333333
628,0.23529411764705882
629,0.4444444444444444
630,0.21052631578947367
631,0.8452380952380952
632,0.42857142857142855
633,0.7435897435897436
634,0.7192982456140351
635,0.4838709677419355
636,0.6666666666666666
637,0.5686274509803921
638,0.56
639,0.4444444444444444
640,0.75
641,0.5609756097560976
642,0.2413793103448276
643,0.8260869565217391
644,0.6060606060606061
645,0.696969696969697
646,0.5441176470588235
647,0.7121212121212122
648,0.5294117647058824
649,0.5283018867924528
650,0.40625
651,0.7714285714285715
652,0.5531914893617021
653,0.7924528301886793
654,0.6333333333333333
655,0.72
656,0.5714285714285714
657,0.8666666666666667
658,0.4864864864864865
659,0.5714285714285714
660,0.391304347826087
661,0.7037037037037037
662,0.4
663,0.4375
664,0.6551724137931034
665,0.5606060606060606
666,0.46875
667,0.5576923076923077
668,0.4444444444444444
669,0.5172413793103449
670,0.5172413793103449
671,0.11764705882352941
672,0.3870967741935484
673,0.6938775510204082
674,0.391304347826087
675,0.6923076923076923
676,0.52
677,0.6470588235294118
678,0.6190476190476191
679,0.4186046511627907
680,0.38461538461538464
681,0.5454545454545454
682,0.5333333333333333
683,0.7096774193548387
684,0.5833333333333334
685,0.6470588235294118
686,0.5581395348837209
687,0.5
688,0.3888888888888889
689,0.4074074074074074
690,0.13333333333333333
691,0.3488372093023256
692,0.7
693,0.5
694,0.3888888888888889
695,0.3333333333333333
696,0.3157894736842105
697,0.44
698,0.22580645161290322
699,0.3611111111111111
700,0.46875
701,0.5806451612903226
702,0.5454545454545454
703,0.7419354838709677
704,0.5
705,0.6129032258064516
706,0.76
707,0.3333333333333333
708,0.5263157894736842
709,0.3125
710,0.5882352941176471
711,0.18181818181818182
712,0.8095238095238095
713,0.7727272727272727
714,0.3181818181818182
715,0.696969696969697
716,0.6111111111111112
717,0.4166666666666667
718,0.5789473684210527
719,0.375
720,0.7297297297297297
721,0.2857142857142857
722,0.5517241379310345
723,0.8333333333333334
724,0.4642857142857143
725,0.7058823529411765
726,0.16
727,0.4230769230769231
728,0.6666666666666666
729,0.6470588235294118
730,0.6666666666666666
731,0.4
732,0.7142857142857143
733,0.6818181818181818
734,0.5882352941176471
735,0.47058823529411764
736,0.6
737,0.5
738,0.6111111111111112
739,0.25
740,0.4
741,0.4
742,0.06666666666666667
743,0.625
